inn,year,net_profit,interest,tax,ebitda
2901030646,2021,3199.0,8328.0,-6717.0,4810.0
2901030646,2024,-10419.0,1961.0,2990.0,-5468.0
2901030646,2022,-258499.0,14878.0,63090.0,-180531.0
2901030646,2025,-13060.0,1980.0,-7.0,-11087.0
7709008852,2022,20757.0,1391.0,-9025.0,13123.0
7709008852,2024,-96249.0,26904.0,,
7709008852,2021,20134.0,1001.0,-5000.0,16135.0
7709008852,2023,1069.0,64360.0,-4185.0,61244.0
7709008852,2025,-140606.0,1359.0,,
3811167535,2021,1539.0,2001.0,-1248.0,2292.0
3811167535,2025,17062.0,850.0,-6138.0,11774.0
3811167535,2022,1372.0,1878.0,-851.0,2399.0
3811167535,2023,-104.0,964.0,-260.0,600.0
3811167535,2024,12084.0,850.0,-2013.0,10921.0
7810255553,2024,451984.0,0.0,-121303.0,330681.0
7810255553,2025,-30655.0,0.0,-612.0,-31267.0
7810255553,2022,-5800.0,,-996.0,
7810255553,2023,37644.0,14.0,-11647.0,26011.0
7810255553,2021,3076.0,0.0,-5224.0,-2148.0
1011005108,2025,-10062.0,,,
1011005108,2021,7354.0,,,
1011005108,2024,-4452.0,,,
1011005108,2022,109.0,,,
1011005108,2023,-419.0,,,
2310111297,2025,-92310.0,204294.0,30089.0,142073.0
2310111297,2021,10834.0,71472.0,-3090.0,79216.0
2310111297,2023,-81156.0,82507.0,20046.0,21397.0
2310111297,2024,-133852.0,179349.0,54312.0,99809.0
2310111297,2022,-81510.0,93968.0,19768.0,32226.0
3250057750,2024,-20009.0,,-4.0,
3250057750,2021,-950.0,,0.0,
3250057750,2022,-40750.0,,-1855.0,
3250057750,2025,208.0,,8.0,
3250057750,2023,47789.0,,-107.0,
7703595570,2025,64445.0,316.0,-25123.0,39638.0
7703595570,2024,85274.0,533.0,-21476.0,64331.0
7703595570,2021,178954.0,,-45086.0,
7703595570,2022,169397.0,,-60454.0,
7703595570,2023,15731.0,,-2127.0,
7813059155,2021,,,,
7743373485,2025,-18777.0,1830.0,,
7743373485,2022,1219.0,878.0,2006.0,4103.0
7743373485,2024,-1719.0,3235.0,-701.0,815.0
7743373485,2023,-6528.0,4626.0,710.0,-1192.0
3328412522,2022,15432.0,1070.0,-3802.0,12700.0
3328412522,2025,106911.0,0.0,-36727.0,70184.0
3328412522,2024,87035.0,499.0,-22345.0,65189.0
3328412522,2023,25011.0,874.0,-6336.0,19549.0
3328412522,2021,3496.0,,-940.0,
7728135831,2024,-3190.0,,-3066.0,
7728135831,2021,10186.0,,-1328.0,
7728135831,2022,7773.0,,-1943.0,
7728135831,2023,57848.0,,-13921.0,
2465006513,2024,6826.0,0.0,-1946.0,4880.0
2465006513,2022,5275.0,0.0,-1731.0,3544.0
2465006513,2025,3030.0,0.0,-1334.0,1696.0
2465006513,2023,4837.0,33.0,-1137.0,3733.0
2465006513,2021,3068.0,312.0,-649.0,2731.0
5902115094,2021,4878.0,15.0,-237.0,4656.0
5902115094,2022,1810.0,0.0,-454.0,1356.0
5902115094,2025,4502.0,0.0,-16738.0,-12236.0
5902115094,2024,800.0,,-71.0,
5902115094,2023,57.0,,0.0,
2539030721,2025,2761.0,,-921.0,
2539030721,2021,457.0,36.0,-118.0,375.0
2539030721,2023,-3069.0,0.0,0.0,-3069.0
2539030721,2024,9558.0,,-1622.0,
2539030721,2022,183.0,0.0,-83.0,100.0
7704697207,2022,0.0,,,
7704697207,2024,-8989.0,,,
7704697207,2025,-106028.0,0.0,,
7704697207,2023,-201552.0,,,
7704697207,2021,-115065.0,0.0,0.0,-115065.0
5000000218,2025,229.0,0.0,-177.0,52.0
5000000218,2024,-19403.0,0.0,-11.0,-19414.0
5000000218,2021,16630.0,,-8278.0,
5000000218,2023,757.0,,-265.0,
5000000218,2022,2443.0,,-1007.0,
6731010189,2025,-10012.0,,-401.0,
6731010189,2023,832.0,,,
6731010189,2022,1077.0,,-614.0,
6731010189,2021,4423.0,,0.0,
6731010189,2024,-33795.0,,,
5044125655,2024,73880.0,1711.0,-13556.0,62035.0
5044125655,2023,50400.0,1297.0,-9442.0,42255.0
5044125655,2022,84877.0,,-24623.0,
5044125655,2025,19048.0,0.0,-7405.0,11643.0
7743356592,2022,13.0,,-3.0,
7743356592,2021,6.0,,-2.0,
2508045333,2021,23633.0,,-6639.0,
2508045333,2025,-9124.0,,0.0,
2508045333,2024,-10971.0,,,
2508045333,2023,-13662.0,,,
2508045333,2022,-21347.0,,0.0,
7814027004,2021,8.0,,2.0,
7814027004,2023,803.0,5710.0,201.0,6714.0
7814027004,2024,0.0,0.0,0.0,0.0
7814027004,2022,12025.0,7271.0,3006.0,22302.0
5025012896,2025,118729.0,0.0,-41466.0,77263.0
5025012896,2021,56477.0,6523.0,-23152.0,39848.0
5025012896,2023,101402.0,45.0,-25742.0,75705.0
5025012896,2024,42263.0,0.0,-11270.0,30993.0
5025012896,2022,30347.0,737.0,-13958.0,17126.0
3123040930,2024,6548.0,,-2926.0,
3123040930,2022,1445.0,,-1113.0,
3123040930,2025,6065.0,,-2853.0,
3123040930,2023,14058.0,,-14848.0,
3123040930,2021,6192.0,,-6785.0,
7714046959,2021,-105228.0,327641.0,43058.0,265471.0
7714046959,2022,-484114.0,458727.0,94104.0,68717.0
7714046959,2025,-282442.0,475974.0,88242.0,281774.0
7714046959,2023,-197226.0,416342.0,36902.0,256018.0
7714046959,2024,210533.0,547475.0,719254.0,1477262.0
5263001814,2022,157.0,,-123.0,
5263001814,2025,379.0,,-474.0,
5263001814,2023,180.0,,-177.0,
5263001814,2021,283.0,,-382.0,
5263001814,2024,317.0,,-210.0,
6450042805,2021,351.0,0.0,-89.0,262.0
6450042805,2022,1526.0,,-383.0,
6450042805,2024,209.0,,-1429.0,
6450042805,2025,2612.0,,-633.0,
6450042805,2023,1628.0,,-196.0,
2466000401,2024,-17223.0,,-18514.0,
2466000401,2025,673.0,,-224.0,
2466000401,2021,-21870.0,,5387.0,
2466000401,2023,-1874.0,,-388.0,
2466000401,2022,-24430.0,,3993.0,
6013000288,2021,1372.0,,-259.0,
6013000288,2024,-4090.0,,244.0,
6013000288,2023,-7006.0,,390.0,
6013000288,2025,-3325.0,,-647.0,
6013000288,2022,802.0,,543.0,
6670160730,2022,15417.0,,-4199.0,
6670160730,2021,21402.0,,-5712.0,
6670160730,2025,21020.0,,-7453.0,
6670160730,2023,9787.0,,-2818.0,
6670160730,2024,13271.0,,-3647.0,
4006002065,2021,475.0,,,
4006002065,2025,3894.0,,,
4006002065,2024,-1416.0,,,
4006002065,2023,1518.0,,,
4006002065,2022,1675.0,,,
7733799210,2021,5257.0,0.0,-1674.0,3583.0
7733799210,2024,2297.0,,3248.0,
7733799210,2025,1959.0,,-2186.0,
7733799210,2023,12267.0,,3296.0,
7733799210,2022,9454.0,,-1619.0,
1653008582,2023,-1013.0,,-196.0,
1653008582,2021,-37332.0,,-53.0,
1653008582,2022,-24601.0,,555.0,
1653008582,2025,444.0,231.0,-286.0,389.0
1653008582,2024,-1933.0,29.0,1979.0,75.0
6517004027,2022,-5773.0,563.0,,
6517004027,2024,-1541.0,0.0,,
6517004027,2023,-1856.0,0.0,,
6517004027,2021,-9219.0,2612.0,,
2528000926,2024,-463.0,,0.0,
2528000926,2025,0.0,,337.0,
2528000926,2022,2323.0,,-485.0,
2528000926,2023,-1573.0,,-415.0,
2528000926,2021,1283.0,,-281.0,
7705585440,2023,2421.0,,-605.0,
7705585440,2021,380.0,,-95.0,
7705585440,2022,3266.0,,-817.0,
7705585440,2024,1847.0,,-462.0,
7705585440,2025,7398.0,,-2466.0,
7719243661,2021,1513.0,0.0,-389.0,1124.0
7719243661,2024,2473.0,,-817.0,
7719243661,2025,1330.0,,-780.0,
7719243661,2023,4.0,,-86.0,
7719243661,2022,9.0,,-42.0,
7720019008,2025,-8775.0,88.0,2802.0,-5885.0
7720019008,2024,-7659.0,,2516.0,
7720019008,2022,-889.0,,168.0,
7720019008,2021,2851.0,,-730.0,
7720019008,2023,-27131.0,,6508.0,
3906034170,2023,403.0,,,
3906034170,2025,323.0,0.0,,
3906034170,2024,535.0,,,
3906034170,2021,-318.0,,,
3906034170,2022,-451.0,,,
7714406538,2023,-19920.0,3012.0,3077.0,-13831.0
7714406538,2021,44.0,,-1520.0,
7714406538,2022,2042.0,1694.0,-1813.0,1923.0
3903008430,2022,8889.0,0.0,,
3903008430,2023,3369.0,0.0,,
3903008430,2021,1268.0,0.0,,
3903008430,2025,3466.0,0.0,-1101.0,2365.0
3903008430,2024,2840.0,0.0,,
7719258347,2023,127.0,,-37.0,
7719258347,2021,1305.0,,-345.0,
7719258347,2022,628.0,,-167.0,
7719258347,2024,-2070.0,,0.0,
7729655368,2022,-588.0,273.0,27.0,-288.0
7729655368,2021,347.0,75.0,-409.0,13.0
7604156684,2022,-10161.0,,220.0,
7604156684,2023,-646.0,,0.0,
7604156684,2021,-4440.0,,1376.0,
7604156684,2024,-442.0,,,
7604156684,2025,-257.0,,,
7017334036,2025,23163.0,6876.0,-11553.0,18486.0
7017334036,2022,54110.0,1736.0,-14590.0,41256.0
7017334036,2024,93020.0,601.0,-24594.0,69027.0
7017334036,2021,68586.0,3528.0,-17820.0,54294.0
7017334036,2023,43596.0,4952.0,-12061.0,36487.0
9701004970,2023,2181.0,8685.0,-554.0,10312.0
9701004970,2022,655.0,4111.0,-2180.0,2586.0
9701004970,2021,5.0,7013.0,-361.0,6657.0
9701004970,2024,-13213.0,11035.0,651.0,-1527.0
9701004970,2025,-3309.0,3661.0,-797.0,-445.0
6228038066,2022,879.0,,-219.0,
6228038066,2021,3205.0,,-810.0,
6228038066,2024,0.0,,-15.0,
6228038066,2023,150.0,,-36.0,
3627008639,2023,652.0,2574.0,-1617.0,1609.0
3627008639,2021,585.0,2409.0,-477.0,2517.0
3627008639,2025,5623.0,7981.0,-1253.0,12351.0
3627008639,2022,455.0,3988.0,-559.0,3884.0
3627008639,2024,351.0,0.0,-821.0,-470.0
6312040240,2022,2.0,28297.0,-1.0,28298.0
6312040240,2025,17655.0,11143.0,-330.0,28468.0
6312040240,2024,-52053.0,9822.0,,
6312040240,2023,-23993.0,14660.0,0.0,-9333.0
6312040240,2021,114.0,36568.0,-1.0,36681.0
2311011320,2025,100988.0,2371.0,-34218.0,69141.0
2311011320,2021,31177.0,34267.0,-13494.0,51950.0
2311011320,2024,75941.0,7521.0,-20201.0,63261.0
2311011320,2022,85581.0,51223.0,-21992.0,114812.0
2311011320,2023,131975.0,31164.0,-33026.0,130113.0
5029014809,2024,172.0,46674.0,,
5029014809,2021,-53511.0,2554.0,,
5029014809,2023,-24532.0,14362.0,,
5029014809,2025,-220039.0,376912.0,63868.0,220741.0
5029014809,2022,565.0,5399.0,,
9102046280,2025,2562.0,0.0,-1325.0,1237.0
9102046280,2023,-900.0,,-485.0,
9102046280,2024,1150.0,,-691.0,
9102046280,2021,3007.0,,-1860.0,
9102046280,2022,-1102.0,,-173.0,
2304016990,2024,83156.0,,-27409.0,
2304016990,2022,3270.0,,-1231.0,
2304016990,2023,55532.0,,-14626.0,
2304016990,2021,1201.0,,-819.0,
2304016990,2025,100650.0,0.0,-34756.0,65894.0
3128065293,2024,13922.0,1313.0,-3306.0,11929.0
3128065293,2021,8487.0,1260.0,-2380.0,7367.0
3128065293,2025,3186.0,979.0,-1449.0,2716.0
3128065293,2022,9952.0,802.0,-2846.0,7908.0
3128065293,2023,5398.0,1613.0,-363.0,6648.0
7414000992,2023,5498.0,,-3959.0,
7414000992,2025,6780.0,34851.0,-23477.0,18154.0
7414000992,2024,370.0,13890.0,-5381.0,8879.0
7414000992,2022,912.0,0.0,-3750.0,-2838.0
7414000992,2021,15652.0,-166.0,-492.0,14994.0
541000015,2021,611.0,217.0,-71.0,757.0
541000015,2023,9545.0,25.0,-230.0,9340.0
541000015,2024,5121.0,169.0,-208.0,5082.0
541000015,2025,-6815.0,1500.0,,
541000015,2022,5541.0,103.0,-322.0,5322.0
3663001942,2025,3503.0,339.0,-1182.0,2660.0
3663001942,2024,2225.0,22816.0,-2153.0,22888.0
3663001942,2023,21666.0,30943.0,-5549.0,47060.0
3663001942,2022,18987.0,45742.0,-2464.0,62265.0
3663001942,2021,11072.0,2543.0,-1242.0,12373.0
2108002261,2025,-1769.0,,,
2108002261,2022,-5.0,,,
2108002261,2021,18.0,,,
2108002261,2024,-156.0,,,
2108002261,2023,-3702.0,,,
7710478789,2023,-5564.0,7896.0,-14118.0,-11786.0
7710478789,2025,-132688.0,2165.0,-20802.0,-151325.0
7710478789,2022,-22605.0,21720.0,-6880.0,-7765.0
7710478789,2024,-170034.0,3446.0,-20972.0,-187560.0
7710478789,2021,-56243.0,26126.0,-5756.0,-35873.0
8003021109,2022,34.0,,-6.0,
8003021109,2021,-2153.0,,-86.0,
8003021109,2025,-66.0,0.0,,
8003021109,2023,904.0,,-160.0,
8003021109,2024,299.0,,-132.0,
1830000270,2021,10687.0,,-2892.0,
1830000270,2025,108237.0,,-38326.0,
1830000270,2022,18023.0,,-3834.0,
1830000270,2023,43057.0,,-10823.0,
1830000270,2024,54387.0,,-19887.0,
1510008048,2023,37822.0,0.0,-9965.0,27857.0
1510008048,2025,-1471.0,,,
1510008048,2024,36354.0,0.0,0.0,36354.0
1510008048,2021,218.0,0.0,-382.0,-164.0
1510008048,2022,3817.0,0.0,-1140.0,2677.0
5029022704,2023,-50837.0,24593.0,5563.0,-20681.0
5029022704,2022,-5636.0,21973.0,347.0,16684.0
5029022704,2021,-18468.0,22233.0,-1011.0,2754.0
5029022704,2025,2628.0,28193.0,-3322.0,27499.0
5029022704,2024,-29458.0,27317.0,-2101.0,-4242.0
7830001839,2022,151.0,44853.0,-38.0,44966.0
7830001839,2025,163.0,60773.0,-3221.0,57715.0
7830001839,2021,428.0,5348.0,-877.0,4899.0
7830001839,2024,275.0,48915.0,76.0,49266.0
7830001839,2023,584.0,23089.0,-199.0,23474.0
5004000089,2024,-28.0,,-21.0,
5004000089,2022,440.0,,-156.0,
5004000089,2023,-19.0,,-26.0,
5004000089,2021,-3856.0,,907.0,
5004000089,2025,163.0,,-139.0,
5005001110,2025,16496.0,,-4808.0,
5005001110,2023,456.0,,-103.0,
5005001110,2021,-780.0,,-68.0,
5005001110,2024,-1710.0,,-8.0,
5005001110,2022,32.0,,-30.0,
7704040517,2023,52159.0,,-13680.0,
7704040517,2021,64753.0,0.0,-17103.0,47650.0
7704040517,2024,-109578.0,,-2417.0,
7704040517,2022,1170.0,,-752.0,
7704040517,2025,15839.0,,-8761.0,
7709502155,2025,5540.0,,-2987.0,
7709502155,2023,6299.0,,3019.0,
7709502155,2022,9896.0,,-3514.0,
7709502155,2024,9175.0,,2882.0,
7709502155,2021,14421.0,,-2034.0,
9715426146,2024,2206425.0,,-555559.0,
9715426146,2022,130614.0,,-32717.0,
9715426146,2023,785040.0,,-200747.0,
9715426146,2025,2429778.0,,-830734.0,
1629003431,2021,121.0,,376.0,
1629003431,2023,8081.0,538.0,586.0,9205.0
1629003431,2024,-2630.0,0.0,276.0,-2354.0
1629003431,2025,74.0,,-145.0,
1629003431,2022,2573.0,,329.0,
7726065829,2021,6208.0,424.0,-1697.0,4935.0
7726065829,2025,3778.0,893.0,-1707.0,2964.0
7726065829,2023,1495.0,1332.0,287.0,3114.0
7726065829,2024,114.0,1547.0,-73.0,1588.0
7726065829,2022,90.0,401.0,-477.0,14.0
7719741321,2022,44251.0,27204.0,-13802.0,57653.0
7719741321,2023,7608.0,32294.0,41156.0,81058.0
7719741321,2021,5989.0,3742.0,-3142.0,6589.0
7719741321,2024,25306.0,61670.0,-1190.0,85786.0
7802148357,2024,55578.0,1820.0,-17188.0,40210.0
7802148357,2025,186462.0,900.0,-64256.0,123106.0
7802148357,2021,1017.0,14479.0,-641.0,14855.0
7802148357,2022,1306.0,13628.0,-934.0,14000.0
7802148357,2023,1035.0,8366.0,-889.0,8512.0
7718874505,2023,655615.0,3449.0,-185389.0,473675.0
7718874505,2025,0.0,0.0,0.0,0.0
7718874505,2024,-45180.0,1323.0,-321.0,-44178.0
7718874505,2022,1879.0,1010.0,-1943.0,946.0
7718874505,2021,2038.0,514.0,-502.0,2050.0
7202255830,2024,176.0,,-44.0,
7202255830,2022,581.0,,-145.0,
7202255830,2023,923.0,,-230.0,
7202255830,2021,122.0,,-31.0,
7813427641,2025,586.0,3604.0,-552.0,3638.0
7813427641,2023,8875.0,8824.0,-2532.0,15167.0
7813427641,2022,622.0,0.0,-5939.0,-5317.0
7813427641,2021,-4252.0,170.0,546.0,-3536.0
7813427641,2024,849.0,15755.0,-3975.0,12629.0
7815014022,2022,-4237.0,,983.0,
7815014022,2025,-3695.0,,93.0,
7815014022,2024,-5801.0,,517.0,
7815014022,2021,0.0,,-120.0,
7815014022,2023,-80.0,,-234.0,
1655409759,2022,91.0,,,
1655409759,2023,165.0,,,
1655409759,2024,31.0,,,
1655409759,2021,534.0,,,
1655409759,2025,15.0,0.0,-15.0,0.0
2115000346,2021,2245.0,3977.0,-1112.0,5110.0
2115000346,2022,1198.0,11313.0,-985.0,11526.0
2115000346,2023,33826.0,2528.0,-14351.0,22003.0
2115000346,2025,2169.0,,-4791.0,
2115000346,2024,10916.0,0.0,-7184.0,3732.0
7816131635,2025,120751.0,0.0,-43238.0,77513.0
7816131635,2021,9959.0,,-3530.0,
7816131635,2023,204563.0,1359.0,-52121.0,153801.0
7816131635,2022,51712.0,1806.0,-13555.0,39963.0
7816131635,2024,159967.0,0.0,-40724.0,119243.0
2525003164,2023,20.0,,0.0,
2525003164,2022,27.0,,-182.0,
2525003164,2021,61.0,,-6036.0,
2525003164,2024,0.0,,,
6316135260,2025,4.0,0.0,-2.0,2.0
6316135260,2023,111.0,265.0,-28.0,348.0
6316135260,2021,21.0,0.0,-3.0,18.0
6316135260,2024,6.0,0.0,-1.0,5.0
6316135260,2022,2.0,0.0,-1.0,1.0
7714938405,2021,8396.0,20226.0,-1778.0,26844.0
7714938405,2023,13862.0,9608.0,-16260.0,7210.0
7714938405,2024,5961.0,2503.0,-15493.0,-7029.0
7714938405,2025,-470421.0,8031.0,132834.0,-329556.0
7714938405,2022,20691.0,27188.0,-5162.0,42717.0
7715278180,2021,30273.0,,-9413.0,
7715278180,2022,2712.0,,-654.0,
7706194960,2023,-52967.0,4482.0,12045.0,-36440.0
7706194960,2021,-160087.0,2825.0,12304.0,-144958.0
7706194960,2025,-9916.0,0.0,1568.0,-8348.0
7706194960,2024,-27502.0,0.0,13560.0,-13942.0
7706194960,2022,18211.0,4827.0,198.0,23236.0
7803058547,2024,23.0,992.0,-29.0,986.0
7803058547,2023,451.0,992.0,-192.0,1251.0
7803058547,2021,1229.0,992.0,-330.0,1891.0
7803058547,2022,208.0,992.0,-230.0,970.0
7803058547,2025,-37965.0,992.0,-160.0,-37133.0
603282806,2024,-70457.0,,9181.0,
603282806,2021,9394.0,447.0,-4642.0,5199.0
603282806,2022,13642.0,0.0,-3581.0,10061.0
603282806,2025,-1080262.0,0.0,6224.0,-1074038.0
603282806,2023,5568.0,,-3615.0,
7709211195,2023,489.0,54479.0,-122.0,54846.0
7709211195,2024,374.0,63662.0,-72.0,63964.0
7709211195,2021,-20552.0,89907.0,-1938.0,67417.0
7709211195,2022,766.0,68585.0,-192.0,69159.0
7709211195,2025,387.0,75740.0,-129.0,75998.0
4401159638,2022,60371.0,,-7185.0,
4401159638,2021,15007.0,,,
4401159638,2023,71467.0,,-7871.0,
4401159638,2025,155579.0,0.0,-7841.0,147738.0
4401159638,2024,159537.0,,-6439.0,
3917000617,2024,-18219.0,,888.0,
3917000617,2022,3698.0,,1298.0,
3917000617,2023,-1299.0,,1450.0,
3917000617,2021,11475.0,,,
3917000617,2025,3305.0,26.0,-2151.0,1180.0
6674164790,2024,311004.0,8810.0,-58396.0,261418.0
6674164790,2022,-74185.0,-7333.0,0.0,-81518.0
6674164790,2021,8869.0,-5261.0,-3377.0,231.0
6674164790,2023,39353.0,9771.0,-16188.0,32936.0
6674164790,2025,-320306.0,13735.0,0.0,-306571.0
317002279,2023,10382.0,2184.0,-7781.0,4785.0
317002279,2024,101295.0,8490.0,-27651.0,82134.0
317002279,2025,-6470.0,2816.0,-6.0,-3660.0
317002279,2022,-4759.0,2650.0,546.0,-1563.0
317002279,2021,-17659.0,1893.0,2303.0,-13463.0
7714938300,2021,2681.0,,-116.0,
7714938300,2022,189.0,,-96.0,
7714938300,2024,523.0,844.0,-249.0,1118.0
7714938300,2025,1209.0,1471.0,-1394.0,1286.0
7714938300,2023,642.0,,-579.0,
1659002192,2023,568.0,,-223.0,
1659002192,2025,2008.0,0.0,-808.0,1200.0
1659002192,2022,176.0,,-152.0,
1659002192,2024,1818.0,,-571.0,
1659002192,2021,-6200.0,,1426.0,
7713161050,2022,58839.0,1781.0,-21410.0,39210.0
7713161050,2024,8416.0,9923.0,-5340.0,12999.0
7713161050,2023,2333.0,6435.0,1848.0,10616.0
7713161050,2021,3488.0,1046.0,-1722.0,2812.0
7713161050,2025,10035.0,7963.0,-13396.0,4602.0
2536131136,2025,-3408.0,0.0,2545.0,-863.0
2536131136,2023,-5121.0,7992.0,3664.0,6535.0
2536131136,2021,22859.0,2452.0,5128.0,30439.0
2536131136,2024,93073.0,4384.0,-17067.0,80390.0
2536131136,2022,1175.0,1817.0,-1013.0,1979.0
2543028394,2023,583595.0,3203.0,-2394.0,584404.0
2543028394,2022,991177.0,3041.0,-245.0,993973.0
2543028394,2021,1634218.0,7031.0,-4542.0,1636707.0
2543028394,2024,137327.0,5451.0,14120.0,156898.0
2543028394,2025,605287.0,13388.0,-1984.0,616691.0
2203003875,2021,3092.0,,-547.0,
2203003875,2023,11633.0,,-1521.0,
2203003875,2022,6165.0,,-949.0,
2203003875,2024,5162.0,,-7054.0,
2203003875,2025,180.0,0.0,,
9701187346,2022,1653.0,823.0,-122.0,2354.0
9701187346,2025,7630.0,2826.0,-940.0,9516.0
9701187346,2023,789.0,137.0,-469.0,457.0
9701187346,2024,3808.0,1032.0,-1109.0,3731.0
3207001905,2024,-16262.0,,868.0,
3207001905,2025,-4475.0,,-357.0,
3207001905,2021,6472.0,,-670.0,
3207001905,2023,-10891.0,,1150.0,
3207001905,2022,-4403.0,,-1026.0,
7728786311,2022,99742.0,,-28449.0,
7728786311,2023,25442.0,,-8613.0,
7728786311,2025,27112.0,16076.0,-13033.0,30155.0
7728786311,2021,-9100.0,0.0,56.0,-9044.0
7728786311,2024,34536.0,6366.0,-13455.0,27447.0
8300003864,2024,-5145.0,0.0,-3.0,-5148.0
8300003864,2023,4415.0,,-1156.0,
8300003864,2025,-85.0,0.0,-2.0,-87.0
8300003864,2022,246.0,0.0,-124.0,122.0
8300003864,2021,82.0,45.0,-17.0,110.0
7224001941,2021,-7270.0,,0.0,
7224001941,2024,-10402.0,,0.0,
7224001941,2022,-134325.0,,0.0,
7224001941,2023,-83288.0,,0.0,
7224001941,2025,-424135.0,,0.0,
7708280326,2024,739.0,337.0,-798.0,278.0
7708280326,2025,-4011.0,72.0,-683.0,-4622.0
7708280326,2021,3129.0,423.0,-954.0,2598.0
7708280326,2022,13434.0,423.0,-3490.0,10367.0
7708280326,2023,-21843.0,423.0,-596.0,-22016.0
7801070620,2022,293.0,,92.0,
7801070620,2024,12866.0,,3504.0,
7801070620,2023,1834.0,,752.0,
7801070620,2021,-609.0,,157.0,
7801070620,2025,25.0,5.0,-302.0,-272.0
9722013742,2025,4333.0,,-9465.0,
9722013742,2022,45844.0,,-11551.0,
9722013742,2023,1981.0,,-4443.0,
9722013742,2024,8207.0,,-12019.0,
6731028404,2021,423495.0,0.0,-105372.0,318123.0
6731028404,2025,188909.0,0.0,-63267.0,125642.0
6731028404,2024,648179.0,,-177358.0,
6731028404,2023,439839.0,,-110133.0,
6731028404,2022,165142.0,,-41870.0,
5046048999,2022,2728.0,3918.0,-1445.0,5201.0
5046048999,2021,-1826.0,4308.0,-1825.0,657.0
5046048999,2025,-23551.0,6418.0,2267.0,-14866.0
5046048999,2024,-941.0,856.0,899.0,814.0
5046048999,2023,1609.0,507.0,2997.0,5113.0
7203047511,2025,323.0,6838.0,-689.0,6472.0
7203047511,2023,6898.0,17178.0,-5932.0,18144.0
7203047511,2022,5865.0,15627.0,-2356.0,19136.0
7203047511,2024,4556.0,16510.0,-6004.0,15062.0
7203047511,2021,7811.0,21667.0,-5754.0,23724.0
2809000390,2024,795.0,,2424.0,
2809000390,2025,644.0,,-621.0,
2809000390,2021,939.0,,583.0,
2809000390,2022,5055.0,,992.0,
2809000390,2023,4933.0,,1207.0,
6163068567,2022,2896.0,0.0,-2416.0,480.0
6163068567,2023,1037.0,62706.0,-1026.0,62717.0
6163068567,2021,1070.0,20814.0,-2202.0,19682.0
6658521941,2022,8433.0,6594.0,-3085.0,11942.0
6658521941,2021,16790.0,12568.0,-4365.0,24993.0
6658521941,2023,-299448.0,7.0,0.0,-299441.0
7702020219,2021,19.0,,520.0,
7702020219,2023,26449.0,,7504.0,
7702020219,2025,11.0,,-488.0,
